"shapeid","x","y","house_num","special_co","streetname"
"3398","-73.8889038866","40.7660021976","80-004","B","GRAND CENTRAL PARKWAY"
"3399","-74.0000543722","40.6220678499","1446","B","68 STREET"
"3400","-73.9522463192","40.5841237655","3334","B","SHORE PARKWAY SR SOUTH"
"3401","-73.8280494351","40.7064144175","159","B","124 PLACE"
"3402","-73.797061801","40.6867136335","111-040","B","LIVERPOOL STREET"
"3403","-73.8296634746","40.7050880085","83-011","B","122 STREET"
"3404","-73.7501669763","40.7780981337","30-015","B","240 STREET"
"3405","-73.8858071922","40.7169886753","69-071","B","63 AVENUE"
"3406","-73.7535888588","40.7779475771","8","B","GROSVENOR ROAD"
"3407","-73.7475253762","40.7775037184","240-054","B","32 AVENUE"
"3408","-73.7744706679","40.7158557375","187-047","B","87 DRIVE"
"3409","-73.8553703369","40.7400042693","56-030","B","103 STREET"
"3410","-73.8460169615","40.7780506016","23-019","B","122 STREET"
"3411","-73.7529857949","40.7785266008","235-034","B","30 AVENUE"
"3412","-73.8950782182","40.6333919319","1596","B","EAST 92 STREET"
"3413","-73.8426461457","40.8399219955","130","B","WESTCHESTER SQUARE"
"3414","-73.7689581738","40.7697657687","215-030","B","CORBETT ROAD"
"3415","-73.7715145424","40.745736819","58-043","B","205 STREET"
"3416","-73.8312826977","40.766828889","32-031","B","LINDEN STREET"
"3417","-73.7468178552","40.776929722","240-056","B","33 AVENUE"
"3418","-73.7727223161","40.7482714963","56-003","B","205 STREET"
"3419","-73.7809616005","40.7648656386","36-026","B","206 STREET"
"3420","-73.8762915173","40.7174766169","77-031","B","77 PLACE"
"3421","-73.7466071555","40.7772577125","240-065","B","33 AVENUE"
"3422","-73.7632444818","40.6112644241","28-016","B","EDGEWATER ROAD"
"3423","-73.9260833073","40.5567205336","45","B","UTICA WALK"
"3424","-73.7730212441","40.7488707151","53-041","B","205 STREET"
"3425","-73.8428734922","40.7181562959","8","B","BYE STREET"
"3426","-73.8177471292","40.6090444787","1-006","B","6 ROAD"
"3427","-73.7859789064","40.712911769","177-030","B","87 DRIVE"
"3428","-73.8978447146","40.727003612","66-024","B","56 AVENUE"
"3429","-73.8194670797","40.7107131583","138-001","B","84 ROAD"
"3430","-73.8208811738","40.6016132844","10","B","16 ROAD"
"3431","-74.0075080056","40.6264807811","1112","B","68 STREET"
"3432","-73.8973121644","40.7272528669","66-042","B","56 AVENUE"
"3433","-73.8488196938","40.7924243934","119-054","B","5 AVENUE"
"3434","-73.9571918371","40.8147010866","541","B","DR M L KING JR BOULEVARD"
"3435","-73.807175768","40.7816970715","18-045","B","CLINTONVILLE STREET"
"3436","-73.8144648848","40.753482561","146-024","B","46 AVENUE"
"3437","-73.7791342525","40.7615369667","40-024","B","206 STREET"
"3438","-73.7502648964","40.7777128291","31-002","B","240 STREET"
"3439","-73.7749546784","40.7529075528","48-009","B","205 STREET"
"3440","-73.9395066891","40.8549326845","1422","B","RIVERSIDE DRIVE"
"3441","-73.7437277918","40.6585747284","240-017","B","EDGEWOOD STREET"
"3442","-73.7751039869","40.7501170583","50-040","B","204 STREET"
"3443","-73.9090316003","40.6423444073","8906","B","BAY VIEW PLACE"
"3444","-73.8793726674","40.6817333107","3135","B","FULTON STREET"
"3445","-73.7501292288","40.7780827104","303","B","GROSVENOR ROAD"
"3446","-73.7391343299","40.7755024584","84","B","NASSAU ROAD"
"3447","-73.8197900392","40.8315002389","852","B","THROGS NECK EXPRESSWAY SR"
"3448","-74.0022543012","40.6235794889","1339","B","68 STREET"
"3449","-73.8180407416","40.8294665914","744","B","THROGS NECK EXPRESSWAY SR"
"3450","-74.1634489245","40.5871932177","20","B","COUNTRY DRIVE EAST"
"3451","-74.1548339486","40.5528302613","147","B","COLON AVENUE"
"3452","-73.7512755543","40.7779575118","237-001","B","31 AVENUE"
"3453","-73.7683715072","40.6640203604","145-079","B","GUY R BREWER BOULEVARD"
"3454","-73.8065397215","40.6877050871","139-001","B","HAWTREE CREEK ROAD"
"3455","-73.8158140918","40.5850264378","160","B","CROSS BAY PARKWAY"
"3456","-73.8341962654","40.7186094259","75-042","B","113 PLACE"
"3457","-73.8072946779","40.6874669863","138-005","B","HAWTREE CREEK ROAD"
"3458","-74.2524931026","40.5054552802","366","B","PITTSVILLE AVENUE"
"3459","-73.7510919917","40.7779629734","211","B","31 AVENUE"
"3460","-73.7790220377","40.7613139025","40-032","B","206 STREET"
"3461","-73.7488721221","40.7790455908","29-020","B","DOUGLAS ROAD"
"3462","-73.7623320995","40.6006470496","25-002","B","DICKENS STREET"
"3463","-73.8455369611","40.786444666","13-009","B","122 STREET"
"3464","-73.9912395903","40.7360699514","17","B","UNION SQUARE"
"3465","-73.9913095356","40.7369892146","31","B","UNION SQUARE"
"3466","-73.9897955926","40.7351618423","175","B","UNION SQUARE EAST"
"3467","-73.7418787459","40.760146792","240-048","B","HANFORD STREET"
"3468","-73.8217794065","40.7906509394","10-005","B","WHITESTONE EXPRESSWAY"
"3469","-73.9036317705","40.7256296935","61-016","B","55 DRIVE"
"3470","-73.8253527796","40.720207704","77-011","B","135 STREET"
"3471","-73.748058728","40.7781277657","350","B","31 AVENUE"
"3472","-73.7759843037","40.7565566693","45-063","B","CLEARVIEW EXPRESSWAY"
"3473","-73.8141077776","40.7540597566","146-045","B","46 AVENUE"
"3474","-73.7508334065","40.7772481839","219","B","32 AVENUE"
"3475","-73.7995508338","40.7838700802","163-011","B","WILLETS POINT BOULEVARD"
"3476","-74.0070735853","40.6261589388","1134","B","68 STREET"
"3477","-73.9545778609","40.8117800129","413","B","DR M L KING JR BOULEVARD"
"3478","-73.9486197578","40.5976543032","2201","B","GRAVESEND NECK ROAD"
"3479","-74.0001567847","40.6223937969","1439","B","68 STREET"
"3480","-74.0028513277","40.7132821944","27","B","DUANE STREET"
"3481","-73.7482739233","40.7766769472","312","B","33 AVENUE"
"3482","-73.8070000351","40.687229239","138-010","B","HAWTREE CREEK ROAD"
"3483","-73.8219301851","40.6031172519","38","B","14 ROAD"
"3484","-73.8209633622","40.6017837226","11","B","16 ROAD"
"3485","-73.7689483392","40.6966553359","185-006","B","114 AVENUE"
"3486","-73.8175883359","40.6089886792","110","B","6 ROAD"
"3487","-73.8454432083","40.7886950805","9-021","B","122 STREET"
"3488","-73.8078476841","40.8193080494","4211","B","EAST 177 STREET"
"3489","-73.7507313013","40.595540417","16-046","B","SEAGIRT BOULEVARD"
"3490","-73.8438558982","40.8416733743","41","B","WESTCHESTER SQUARE"
"3491","-73.8209700752","40.6016229984","12","B","16 ROAD"
"3492","-73.9864778949","40.7376650292","17","B","GRAMERCY PARK"
"3493","-73.9956964285","40.7677840626","712","B","12 AVENUE"
"3494","-73.7479360407","40.7781467001","240-062","B","31 AVENUE"
"3495","-73.8969502867","40.7276930509","66-059","B","56 AVENUE"
"3496","-73.7497891687","40.7781220474","315","B","GROSVENOR ROAD"
"3497","-73.9846009569","40.7378755109","39","B","GRAMERCY PARK"
"3498","-73.8419041478","40.8403549535","121","B","WESTCHESTER SQUARE"
"3499","-73.7970824376","40.6874576557","111-015","B","LIVERPOOL STREET"
"3500","-73.8813621073","40.8099454434","1380","B","BAY VIEW AVENUE"
"3501","-73.7493935548","40.7768164676","237-053","B","33 AVENUE"
"3502","-73.7781384258","40.7148589675","87-011","B","DALNY ROAD"
"3503","-73.8281101748","40.7903235319","141-029","B","CENTER DRIVE"
"3504","-73.7508879538","40.7748227519","140","B","35 AVENUE"
"3505","-73.9261681315","40.5560344045","57","B","UTICA WALK"
"3506","-73.9559660816","40.5879977383","1303","B","AVENUE Z"
"3507","-73.9856974171","40.7373328288","24","B","GRAMERCY PARK"
"3508","-73.9512559885","40.5842373197","3370","B","BAY COURT"
"3509","-74.0032297374","40.5758620226","32","B","TUDOR TERRACE"
"3510","-73.7508491513","40.7779948431","217","B","GROSVENOR ROAD"
"3511","-73.8597619831","40.8326505096","1908","B","EAST 177 STREET"
"3512","-74.0089934592","40.6276735086","1035","B","68 STREET"
"3513","-73.8235449273","40.7255615991","141-001","B","72 ROAD"
"3514","-73.8458783817","40.7805398006","21-009","B","122 STREET"
"3515","-73.8145361869","40.753439446","146-022","B","46 AVENUE"
"3516","-73.7724886273","40.7477708846","56-025","B","205 STREET"
"3517","-73.7512428689","40.7811130475","240-002","B","26 AVENUE"
"3518","-73.7726134715","40.7480398664","56-013","B","205 STREET"
"3519","-73.8323737465","40.7089181331","121-002","B","82 DRIVE"
"3520","-73.8459770221","40.7875150491","12-006","B","COLLEGE POINT BOULEVARD"
"3521","-73.9871807781","40.729826078","50","B","STUYVESANT STREET"
"3522","-73.8209098062","40.6031887451","15","B","14 ROAD"
"3523","-73.7529430477","40.7752146565","235-028","B","34 AVENUE"
"3524","-73.835313302","40.6785265893","103-013","B","109 AVENUE"
"3525","-73.9043964364","40.8523206214","148","B","DEVANNEY SQUARE"
"3526","-73.8067779153","40.8174104841","4254","B","THROGS NECK EXPRESSWAY"
"3527","-73.8309478704","40.7909734634","5","B","POINT CRESCENT"
"3528","-73.7744343638","40.7155497882","187-044","B","87 DRIVE"
"3529","-73.8170462454","40.6089518563","115","B","6 ROAD"
"3530","-73.8459199266","40.7864275213","13-014","B","122 STREET"
"3531","-73.7718951106","40.6695860356","142-016","B","168 STREET"
"3532","-73.7535463728","40.7775514556","235-023","B","32 AVENUE"
"3533","-73.9565199265","40.5901831047","2479","B","SHEEPSHEAD BAY ROAD"
"3534","-73.9307298707","40.8173327756","400","B","RIVER AVENUE"
"3535","-73.8554279221","40.8107196283","250","B","SOUNDVIEW AVENUE"
"3536","-73.8193632422","40.8309968122","826","B","THROGS NECK EXPRESSWAY SR"
"3537","-73.8184442686","40.6728764815","130-030","B","121 STREET"
"3538","-73.7783222261","40.7596870438","42-042","B","206 STREET"
"3539","-73.9484867479","40.597676347","2215","B","GRAVESEND NECK ROAD"
"3540","-73.8212177994","40.8227914504","2980","B","CROSS BRONX EXPRESSWAY"
"3541","-73.997315267","40.6208138742","1557","B","OVINGTON AVENUE"
"3542","-73.8013254721","40.8852658023","15","B","ELM TREE LANE"
"3543","-73.9226471154","40.8516395448","20","B","RICHMAN PLAZA"
"3544","-73.834787095","40.7083631187","129","B","82 DRIVE"
"3545","-73.7467617817","40.7772261879","240-061","B","33 AVENUE"
"3546","-73.7738076138","40.747390581","56-022","B","204 STREET"
"3547","-73.7818008601","40.7691043638","33-027","B","207 STREET"
"3548","-73.7503244682","40.7812580902","240-028","B","26 AVENUE"
"3549","-73.8167373442","40.584482141","157","B","CROSS BAY PARKWAY"
"3550","-74.0096590093","40.6278002194","1014","B","68 STREET"
"3551","-73.8213940547","40.6018219355","21","B","16 ROAD"
"3552","-73.8607944564","40.7191225545","85-068","B","FLEET STREET"
"3553","-73.8206248872","40.6070251729","24","B","9 ROAD"
"3554","-73.8314680466","40.7671713631","32-019","B","LINDEN STREET"
"3555","-73.8494829592","40.7922193379","119-034","B","5 AVENUE"
"3556","-73.8196656315","40.831429224","846","B","THROGS NECK EXPRESSWAY SR"
"3557","-73.7772426289","40.7606913249","42-015","B","207 STREET"
"3558","-73.7753813691","40.7544450319","47-014","B","CLEARVIEW EXPRESSWAY"
"3559","-73.7384325574","40.7692105892","43-014","B","250 STREET"
"3560","-73.7281655598","40.6913497197","116-068","B","CROSS ISLAND PARKWAY"
"3561","-73.8453062868","40.791503224","6-001","B","122 STREET"
"3562","-73.7524671382","40.6048818186","16-022","B","FAR ROCKAWAY BOULEVARD"
"3563","-73.9867184253","40.7383603338","3","B","GRAMERCY PARK"
"3564","-73.8059647438","40.8196094524","850","B","SHORE DRIVE"
"3565","-74.0002440263","40.6221752083","1438","B","68 STREET"
"3566","-73.7421620555","40.737340665","229-003","B","GRAND CENTRAL PARKWAY"
"3567","-73.780297908","40.7882249991","214-009","B","WATERS EDGE DRIVE"
"3568","-73.8331449895","40.7178964279","76-016","B","113 PLACE"
"3569","-73.79910729","40.7838243231","163-021","B","WILLETS POINT BOULEVARD"
"3570","-73.7754159398","40.7552499114","46-035","B","CLEARVIEW EXPRESSWAY"
"3571","-73.8071872839","40.7869265847","154-017","B","15 AVENUE"
"3572","-73.8212698958","40.6032189473","23","B","14 ROAD"
"3573","-73.9871968265","40.737970149","9","B","GRAMERCY PARK"
"3574","-73.7475793179","40.7735665203","37-018","B","240 STREET"
"3575","-73.7822592593","40.7673003347","34-034","B","206 STREET"
"3576","-74.0044137612","40.6245420953","1254","B","68 STREET"
"3577","-73.7513179394","40.7779557791","203","B","31 AVENUE"
"3578","-74.006404014","40.6261091709","1151","B","68 STREET"
"3579","-74.0025298659","40.6234282822","1338","B","68 STREET"
"3580","-74.1463927775","40.6049850183","802","B","SENECA LOOP"
"3581","-74.1992873985","40.5532766043","121","B","RAILY COURT"
"3582","-74.1616977494","40.5277469783","35","B","BOARDWALK AVENUE"
"3583","-73.7716606211","40.6699784712","142-003","B","168 STREET"
"3584","-74.2115208953","40.5489716434","103","B","ARROWOOD COURT"
"3585","-73.8060074204","40.6878743294","139-015","B","HAWTREE CREEK ROAD"
"3586","-73.772872216","40.7454108657","58-040","B","204 STREET"
"3587","-73.7500349701","40.77738927","245","B","32 AVENUE"
"3588","-74.103175294","40.5567630805","24","B","CEDAR GROVE BEACH PLACE"
"3589","-73.7590491277","40.6990051897","194-041","B","114 AVENUE"
"3590","-73.741053419","40.6875698202","120-086","B","FRANCIS LEWIS BOULEVARD"
"3591","-73.8343797115","40.6937450405","112-002","B","91 ROAD"
"3592","-73.8445081639","40.7168308942","81","B","72 AVENUE"
"3593","-73.8874952061","40.7347371741","74-025","B","CALAMUS AVENUE"
"3594","-73.7532948301","40.7751442159","235-016","B","34 AVENUE"
"3595","-73.7468348848","40.7779132981","240-081","B","32 AVENUE"
"3596","-73.80251597","40.7103813816","161-034","B","86 AVENUE"
"3597","-73.7412716424","40.7382803358","230-011","B","GRAND CENTRAL PARKWAY"
"3598","-73.7533262012","40.7761680681","235-025","B","33 AVENUE"
"3599","-73.7459950703","40.7756609721","240-064","B","35 AVENUE"
"3600","-73.811127068","40.7948661942","151-064","B","7 AVENUE"
"3601","-73.7509547908","40.7816123901","25-031","B","DOUGLASTON PARKWAY"
"3602","-73.8176605237","40.6090125181","108","B","6 ROAD"
"3603","-73.7492049569","40.7751187756","237-038","B","35 AVENUE"
"3604","-73.8147204345","40.7536283316","146-021","B","46 AVENUE"
"3605","-73.9129351254","40.8780964732","2700","B","IRWIN AVENUE"
"3606","-73.7496335409","40.7771579659","237-050","B","32 AVENUE"
"3607","-74.0094181788","40.6279320326","1017","B","68 STREET"
"3608","-74.003659615","40.6244105431","1263","B","68 STREET"
"3609","-73.8435263593","40.840772159","23","B","WESTCHESTER SQUARE"
"3610","-73.7384964347","40.7693048094","43-010","B","250 STREET"
"3611","-73.7521016542","40.776589132","236-004","B","32 AVENUE"
"3612","-73.7502681546","40.5976575671","16-011","B","PLAINVIEW AVENUE"
"3613","-74.0057902559","40.7302371653","77","B","LEROY STREET"
"3614","-73.8040810389","40.7086695178","87-008","B","PARSONS BOULEVARD"
"3615","-73.872265968","40.7308143341","86-040","B","QUEENS MIDTOWN EXPRESSWAY SR S"
"3616","-73.8990403546","40.7584777373","30-047","B","68 STREET"
"3617","-73.775781793","40.7561257704","46-003","B","CLEARVIEW EXPRESSWAY"
"3618","-73.7279049464","40.6918406301","116-048","B","CROSS ISLAND PARKWAY"
"3619","-73.8435273948","40.8402919533","15","B","WESTCHESTER SQUARE"
"3620","-73.8949166346","40.6336321285","1591","B","EAST 92 STREET"
"3621","-73.7621543058","40.6003501678","25-003","B","DICKENS STREET"
"3622","-73.7747529933","40.7494097341","53-008","B","204 STREET"
"3623","-73.7754926044","40.75548581","46-027","B","CLEARVIEW EXPRESSWAY"
"3624","-73.7505159707","40.5976301133","16-015","B","PLAINVIEW AVENUE"
"3625","-73.7499350547","40.7784898764","240-024","B","30 AVENUE"
"3626","-74.0063574877","40.6260810883","1155","B","68 STREET"
"3627","-74.019470055","40.6222327452","8023","B","FT HAMILTON PARKWAY"
"3628","-73.8549662351","40.8985454255","682","B","EAST 238 STREET"
"3629","-73.7263087182","40.7399017691","80-030","B","CROSS ISLAND PARKWAY"
"3630","-73.8030673398","40.7713317153","161-007","B","BAYSIDE LANE"
"3631","-73.8397060039","40.7159618426","14","B","PARK END PLACE"
"3632","-73.8461130003","40.7810942568","20-000","B","122 STREET"
"3633","-73.8167944464","40.5846672173","1-065","B","CROSS BAY PARKWAY"
"3634","-73.7798043612","40.7654516403","36-017","B","207 STREET"
"3635","-74.006345792","40.7302911467","91","B","LEROY STREET"
"3636","-73.7754454055","40.7553822233","46-031","B","CLEARVIEW EXPRESSWAY"
"3637","-73.8018531804","40.6763722355","118-015","B","139 STREET"
"3638","-73.7505483807","40.7801125584","327","B","28 AVENUE"
"3639","-73.7760009463","40.7565939012","45-061","B","CLEARVIEW EXPRESSWAY"
"3640","-73.8352434533","40.6783001587","103-014","B","109 AVENUE"
"3641","-73.8509248499","40.791614215","117-014","B","5 AVENUE"
"3642","-73.7503924488","40.5957460786","16-028","B","SEAGIRT BOULEVARD"
"3643","-73.9034731157","40.7255699807","61-020","B","55 DRIVE"
"3644","-73.8626948751","40.7184777378","85-016","B","FLEET STREET"
"3645","-73.7535786224","40.7775585346","9","B","32 AVENUE"
"3646","-73.7458653064","40.7739910088","240-044","B","37 ROAD"
"3647","-73.8623667044","40.7186511147","85-028","B","FLEET STREET"
"3648","-73.774970258","40.7498228539","50-052","B","204 STREET"
"3649","-73.7766359602","40.7592568244","43-011","B","207 STREET"
"3650","-74.0031042802","40.6237999127","1314","B","68 STREET"
"3651","-73.752346339","40.7798286224","235-028","B","28 AVENUE"
"3652","-73.7508034733","40.7758715632","205","B","34 AVENUE"
"3653","-73.7789963396","40.7612579985","40-036","B","206 STREET"
"3654","-73.8233703323","40.7256132969","141-005","B","72 ROAD"
"3655","-73.9007409333","40.7079341941","66-015","B","PROSPECT AVENUE"
"3656","-73.8459294452","40.7840928823","15-002","B","122 STREET"
"3657","-73.9993753815","40.7172105199","220","B","CANAL STREET"
"3658","-73.8524430313","40.8304567578","2124","B","EAST 177 STREET"
"3659","-73.9970094401","40.6203345102","1574","B","OVINGTON AVENUE"
"3660","-73.7435741855","40.6583590513","240-025","B","EDGEWOOD STREET"
"3661","-73.7812914201","40.7680774909","34-015","B","207 STREET"
"3662","-73.8116235045","40.7778269063","151-021","B","WILLETS POINT BOULEVARD"
"3663","-73.8224806353","40.7258823734","141-031","B","72 ROAD"
"3664","-74.0144270528","40.6289938154","846","B","OVINGTON AVENUE"
"3665","-74.0045737111","40.624933181","1237","B","68 STREET"
"3666","-73.9992128934","40.7171536288","216","B","CANAL STREET"
"3667","-73.7475047609","40.7781919835","372","B","GROSVENOR ROAD"
"3668","-73.7516604995","40.7786711617","236-023","B","30 AVENUE"
"3669","-73.7753861648","40.7153542217","187-014","B","87 DRIVE"
"3670","-73.8459130393","40.7846350691","14-048","B","122 STREET"
"3671","-73.7778855799","40.7620772013","40-011","B","207 STREET"
"3672","-73.8460120513","40.7762045548","25-015","B","122 STREET"
"3673","-73.822116048","40.6031350878","42","B","14 ROAD"
"3674","-73.8442171191","40.7185092732","18","B","GREENWAY NORTH"
"3675","-73.9551216125","40.8123176019","433","B","DR M L KING JR BOULEVARD"
"3676","-73.8695304742","40.8353575575","1748","B","EAST 177 STREET"
"3677","-73.956428129","40.5759883279","3173","B","BRIGHTON 13 STREET"
"3678","-73.9328722685","40.5903046628","3002","B","AVENUE Z"
"3679","-74.0028722128","40.6236673157","1324","B","68 STREET"
"3680","-73.7467492859","40.7729494458","240-017","B","HILLSIDE AVENUE"
"3681","-73.7617809785","40.6982913118","191-015","B","114 AVENUE"
"3682","-73.8163416424","40.6083678609","611","B","104 STREET"
"3683","-73.799117771","40.5914455134","323","B","BEACH 71 STREET"
"3684","-74.0098831519","40.6279499989","1002","B","68 STREET"
"3685","-73.9081693024","40.9072203488","17","B","SIGMA PLACE"
"3686","-73.7756978548","40.7514909962","48-050","B","204 STREET"
"3687","-73.7967161589","40.6867119835","111-045","B","LIVERPOOL STREET"
"3688","-73.7522188605","40.7780056317","113","B","GROSVENOR ROAD"
"3689","-73.779156777","40.7642020937","38-009","B","207 STREET"
"3690","-73.9856182049","40.5865145449","4","B","AVENUE Y"
"3691","-73.845676303","40.7844836604","14-027","B","122 STREET"
"3692","-73.9557378115","40.5879413142","1313","B","SHEEPSHEAD BAY ROAD"
"3693","-73.8080702938","40.8194295789","4201","B","EAST 177 STREET"
"3694","-73.7754925344","40.7156031157","187-015","B","87 DRIVE"
"3695","-73.8146221113","40.7537431852","146-025","B","46 AVENUE"
"3696","-73.7784711471","40.76017475","42-022","B","206 STREET"
"3697","-73.8031537837","40.5921152692","350","B","AMSTEL BOULEVARD"
"3698","-73.7727003147","40.7482250736","56-005","B","205 STREET"
"3699","-73.8562219485","40.8075609599","1014","B","BOLTON AVENUE"
"3700","-73.7506666466","40.7769964027","237-028","B","32 AVENUE"
"3701","-73.8347500865","40.7590588887","37-052","B","LAWRENCE STREET"
"3702","-73.8210924499","40.6032039909","19","B","14 ROAD"
"3703","-73.855241004","40.8986487866","674","B","EAST 238 STREET"
"3704","-74.0019745485","40.6234420389","1351","B","68 STREET"
"3705","-73.7430257725","40.7600194026","240-010","B","HANFORD STREET"
"3706","-73.7472325719","40.7775355804","240-060","B","32 AVENUE"
"3707","-73.8205615094","40.606985685","22","B","9 ROAD"
"3708","-73.8259721862","40.7904833884","18","B","CENTER DRIVE"
"3709","-73.7466227688","40.7679255795","8","B","PROSPECT AVENUE"
"3710","-73.7971867428","40.6869761144","111-030","B","LIVERPOOL STREET"
"3711","-74.0054054698","40.730200653","67","B","LEROY STREET"
"3712","-73.7510099497","40.7783575006","220","B","30 AVENUE"
"3713","-73.8456712616","40.7846044139","14-025","B","122 STREET"
"3714","-74.1261904962","40.6295551607","25","B","OLIVE STREET"
"3715","-74.2123630308","40.5496608018","70","B","ARROWOOD COURT"
"3716","-74.2124751426","40.5500417414","52","B","ARROWOOD COURT"
"3717","-74.2125018326","40.550148196","48","B","ARROWOOD COURT"
"3718","-74.0789343387","40.589537315","179","B","XENIA STREET"
"3719","-74.1858497415","40.5541467722","29","B","HALPIN AVENUE"
"3720","-74.1019108315","40.5586018009","7","B","CEDAR GROVE BEACH PLACE"
"3721","-74.1031024033","40.556872156","23","B","CEDAR GROVE BEACH PLACE"
"3722","-74.103339257","40.5563858691","28","B","CEDAR GROVE BEACH PLACE"
"3723","-73.7964791276","40.6861975478","111-063","B","LIVERPOOL STREET"
"3724","-73.8886308553","40.7660659964","80-012","B","GRAND CENTRAL PARKWAY"
"3725","-73.7427572083","40.7603399707","240-013","B","HANFORD STREET"
"3726","-73.8401267929","40.7123638954","60","B","76 AVENUE"
"3727","-73.7672409358","40.7036718566","109-001","B","189 STREET"
"3728","-73.8222898112","40.7257930614","141-041","B","72 ROAD"
"3729","-73.8984592929","40.7269357585","66-009","B","56 AVENUE"
"3730","-73.9524990629","40.6764606062","1369","B","BEDFORD AVENUE"
"3731","-73.7817854701","40.7663918135","35-012","B","206 STREET"
"3732","-73.8465534054","40.7762163328","25-022","B","122 STREET"
"3733","-73.8917522209","40.7249246201","69-078","B","58 ROAD"
"3734","-73.7534942011","40.777764433","10","B","GROSVENOR ROAD"
"3735","-73.8282870412","40.7902387945","33","B","CENTER DRIVE"
"3736","-73.752470804","40.7732794377","37-004","B","DOUGLASTON PARKWAY"
"3737","-73.7778469248","40.753570535","202-033","B","ROCKY HILL ROAD"
"3738","-73.7522307708","40.7800680858","19","B","28 AVENUE"
"3739","-73.845662311","40.7849516353","14-015","B","122 STREET"
"3740","-73.7509350941","40.7800916045","325","B","28 AVENUE"
"3741","-73.7506216579","40.7752448167","203","B","35 AVENUE"
"3742","-73.7507738394","40.7787000583","240-001","B","30 AVENUE"
"3743","-73.8454209493","40.7892382536","9-003","B","122 STREET"
"3744","-73.9865572083","40.7377067889","120","B","EAST 20 STREET"
"3745","-73.7498787443","40.7788214827","240-027","B","30 AVENUE"
"3746","-73.748880365","40.7768981412","240-003","B","33 AVENUE"
"3747","-73.8211126672","40.6030459371","20","B","14 ROAD"
"3748","-73.8972564408","40.727553714","66-045","B","56 AVENUE"
"3749","-73.9566248176","40.5892199993","2516","B","SHEEPSHEAD BAY ROAD"
"3750","-73.8177822404","40.8291896012","728","B","THROGS NECK EXPRESSWAY SR"
"3751","-74.0140935901","40.6287907127","860","B","OVINGTON AVENUE"
"3752","-74.0048366621","40.6250882668","1227","B","68 STREET"
"3753","-73.8357141645","40.8752416539","3149","B","NEW ENGLAND THRUWAY"
"3754","-73.8420287811","40.8408522829","80","B","WESTCHESTER SQUARE"
"3755","-74.0004439869","40.6222886422","1430","B","68 STREET"
"3756","-73.8163575376","40.8274511453","632","B","THROGS NECK EXPRESSWAY SR"
"3757","-73.8460277225","40.7166875638","176","B","EXETER STREET"
"3758","-73.8595897619","40.8325980297","1916","B","EAST 177 STREET"
"3759","-73.9072453009","40.9121996123","765","B","WEST 261 STREET"
"3760","-73.7413694833","40.6876972708","120-078","B","FRANCIS LEWIS BOULEVARD"
"3761","-73.8211564881","40.833086121","924","B","THROGS NECK EXPRESSWAY SR"
"3762","-73.8066909773","40.7818741214","18-035","B","CLINTONVILLE STREET"
"3763","-73.8197010978","40.8314709597","848","B","THROGS NECK EXPRESSWAY SR"
"3764","-74.0093898756","40.6276298111","1028","B","68 STREET"
"3765","-73.7792898872","40.7617812494","40-014","B","206 STREET"
"3766","-73.7465712328","40.7754862354","342","B","35 AVENUE"
"3767","-73.7391000035","40.7706752319","42-002","B","250 STREET"
"3768","-73.7753070184","40.7505320132","50-024","B","204 STREET"
"3769","-73.7384787764","40.7699560703","42-027","B","250 STREET"
"3770","-73.8577195335","40.7194539288","65-016","B","FLEET STREET"
"3771","-73.7427840809","40.760058498","240-016","B","HANFORD STREET"
"3772","-74.0039652253","40.7386110679","49","B","8 AVENUE"
"3773","-73.8548378783","40.8988654364","683","B","EAST 238 STREET"
"3774","-73.8071119492","40.7819937915","18-009","B","CLINTONVILLE STREET"
"3775","-73.7497616834","40.780612855","240-054","B","27 AVENUE"
"3776","-73.7758403929","40.7553563695","46-030","B","CLEARVIEW EXPRESSWAY"
"3777","-73.8222558607","40.6045569452","50","B","12 ROAD"
"3778","-73.7505162067","40.597682264","16-017","B","PLAINVIEW AVENUE"
"3779","-73.8261128247","40.7909181907","144-009","B","CENTER DRIVE"
"3780","-73.8398819522","40.7244990939","112-005","B","70 AVENUE"
"3781","-73.8577698364","40.7194713005","65-012","B","FLEET STREET"
"3782","-73.81709088","40.608819881","122","B","6 ROAD"
"3783","-73.8345827738","40.6785148663","103-032","B","109 AVENUE"
"3784","-73.8601328813","40.7192687238","85-086","B","FLEET STREET"
"3785","-73.8594105324","40.7420533541","102-012","B","51 AVENUE"
"3786","-73.7662856426","40.7531789539","50-020","B","BELL BOULEVARD"
"3787","-73.8087738701","40.7835161876","17-004","B","154 STREET"
"3788","-73.7493668231","40.7761050903","237-047","B","34 AVENUE"
"3789","-73.8460219131","40.7823986377","18-026","B","122 STREET"
"3790","-73.7519344107","40.7739616982","235-016","B","36 AVENUE"
"3791","-73.7513828001","40.7807153283","240-001","B","27 AVENUE"
"3792","-73.8215741655","40.601839849","25","B","16 ROAD"
"3793","-73.7741660858","40.7512411131","50-011","B","205 STREET"
"3794","-73.7508632058","40.774826883","235-042","B","35 AVENUE"
"3795","-73.751373018","40.7757684514","236-035","B","34 AVENUE"
"3796","-73.7506916977","40.7307132735","218-011","B","GRAND CENTRAL PARKWAY"
"3797","-73.8457565732","40.7350827528","63-038","B","112 STREET"
"3798","-73.7731783865","40.7458764938","58-020","B","204 STREET"
